"# 文本key","文本value"
"Effect_Desc_42253","Наносит урон в <dmg>{0}</> раз в {1}. При каждом <dmg>{2}</> движении оружия по полю <dmg>1</> не будет создано ни одного движения"
"Effect_Desc_42254","Наносит урон <dmg>{0}</> раз {1} всем врагам и перерисовывает ходы в зависимости от количества ходов на поле"
"Effect_Desc_42260","Дао защищает вселенную, и рождение Ли должно быть отделено"
"Effect_Desc_42261","Дао священно, следует избегать пошлости"
"Effect_Desc_42262","Дорога ведет к четырем крайностям.Если вы превысите лимит, вы будете исключены"
"Effect_Desc_42263","Мы знаем, что увядание и процветание приведут к смерти, если мы нарушим границу"
"Effect_Desc_42264","Дао видит рождение и смерть, убийства, жизни возвращаются к единству"
"Effect_Desc_42270","Применить стеки <TipGreenOutLine>Трансцендентности</> к противнику на основе заслуг."
"Effect_Desc_42271","Если у противника больше <dmg>{0}</> стеков <TipGreenOutLine>Трансцендентности</>"
"Effect_Desc_42272","Когда у противника нет специальных навыков для использования"
"Effect_Desc_42273","Во время этого боя"
"Effect_Desc_42280","Можно использовать один раз за ход. Предоставляйте <TipGreenOutLine>Крит</><dmg>{0}</> Движениям с оружием на поле"
"Effect_Desc_42281","Если в ящике для меча больше <dmg>3</> редких мечей"
"Effect_Desc_42282","Если в ящике для меча больше <dmg>3</> легендарных мечей"
"Effect_Desc_42283","Если ящик для меча полон"
"Effect_Desc_42284","Если все атаки с оружия на поле имеют <TipGreenOutLine>Крит</>"
"Effect_Desc_42290","Если у вас нечетное количество <TipGreenOutLine>Инерции</>"
"Effect_Desc_42291","Если у вас больше <dmg>{0}</> <TipGreenOutLine>Инерции</>"
"Effect_Desc_42292","Используйте все <TipGreenOutLine>Импульсы</>. За каждый <dmg>1</> поглощенный стек"
"Effect_Desc_42293","Снимите все свои положительные баффы. За каждый <dmg>{0}</> снятый стек"
"Effect_Desc_42294","Когда Уровень Защиты снижается"
"Effect_Desc_42330",""
"Effect_Desc_42331",""
"Effect_Desc_42332",""
"Effect_Desc_42333","В начале раунда за каждый {0}</> слой ядовитых миазмов на противнике этот особый навык получает 1 активацию. Каждый раз, когда используется этот особый навык, {1}</> слой ядовитых миазмов на противнике удаляется."
"Effect_Desc_42334","Используйте 3 яда из упаковки, добавьте {0}</> слоев ядовитых миазмов к противнику и немедленно рассчитайте урон от ядовитых миазмов один раз."
"Effect_Desc_42335","После выпуска отрисовывается {0}</> ходов. Если включено движение оружия, Меч Ветра и Облака выпускается снова, до ({1}</> раз)"
"Effect_Desc_42336","После использования специальных навыков другого оружия активируйте этот специальный навык. Его можно активировать до 3 раз за раунд."
"Effect_Desc_42337","После высвобождения он добавит противнику дополнительные эффекты, основанные на его базовом уровне использования ротовой пушки."
"Effect_Desc_42338","Наносит урон и поглощает общий бонус силы атаки противника {0}</> и себя, в течение {1}</> ходов"
"Effect_Desc_42300",""
"Effect_Desc_42301",""
"Effect_Desc_42302",""
"Effect_Desc_42303",""
"Effect_Desc_42304",""
"Effect_Desc_42305",""
"Effect_Desc_42306",""
"Effect_Desc_42307",""
"Effect_Desc_43000",""
"Effect_Desc_43001"," имеет шанс превратить цель в евнуха."
"skill_prop_xuan_yin_zhenqi_lv","\\n\\n<ZQ_XuanYin>「Бонус Ци Луны」</>"
"skill_prop_chun_yang_zhenqi_lv","\\n\\n<ZQ_ChunYang>「Бонус Ци Солнца」</>"
"skill_prop_sha_du_zhenqi_lv","\\n\\n<ZQ_DuSha>「Ци Яда」Бонус</>"
"skill_prop_hun_yuan_zhenqi_lv","\\n\\n<ZQ_HunYuan>Бонус「Ци гармонии」</>"
"Skill_Learning","「{0}」\\nПонимать"
"Neigong_Learning","「{0}」 Понимание"
"Learned_Skill","Выучить тайное знание"
"Learned_NeiGong","Понять внутреннюю силу"
"Learned_Ability","Выучить способность"
"Learned_Destiny","Разблокировать судьбу"
"Unlock_SandBox","Разблокировать режим песочницы"
"Learned_Argument","Отпирающая насадка"
"neigong_name_190000","Метод дыхания"
"neigong_name_190007","Ледяное Искусство"
"neigong_name_190009","Сжигания сердец"
"neigong_name_190010","Пьяный Вечный Сосуд"
"neigong_name_190024","Плоть, мышцы"
"neigong_name_190025","Совет,как избежать яда"
"neigong_name_190026","Огонь скорби"
"neigong_name_190027","Техника Спокойствия"
"neigong_name_190028","Десять тысяч зверей"
"neigong_name_190029","Трансформация дракона Кунг-фу"
"neigong_name_190031","Скрытое восприятие"
"neigong_name_190032","Навык кражи душ"
"neigong_name_190033","Навык пьянства"
"neigong_name_190034","Искусство гармонии"
"neigong_name_190035","Искусcтво очистки"
"neigong_name_190036","Дыхания кровавого демона"
"neigong_name_190037","Золотая акупунктура"
"neigong_name_190038","Кража небес"
"neigong_name_190039","Решение яда"
"neigong_name_190040","Взломщик"
"neigong_name_190041","Решение по контролю над зверями"
"neigong_name_190042","Звер. стойка : Пять птиц"
"neigong_name_190100","Черная черепаха"
"neigong_name_190101","Кровообращение"
"neigong_name_190110","Навык убийства демонов"
"neigong_name_190111","Магическая сила защиты тела Ваджра"
"neigong_name_190112","Плоть, мышцы「Брахма」 "
"neigong_name_190120","Поймать дракона и покорить тигра"
"neigong_name_190121","Лотос падает"
"neigong_name_190130","У Данг Гармония"
"neigong_name_190131","У Данг Чистый Ян"
"neigong_name_190132","Первозданный хаос"
"neigong_name_190140","Техника Семи Звезд"
"neigong_name_190141","Превращение звезд в боевых богов"
"neigong_name_190150","Бесследная решимость"
"neigong_name_190151","Фиолетовая аура меча"
"neigong_name_190160","Защитная Ци"
"neigong_name_190161","Истинная дхарма"
"neigong_name_190170","Недостаточно силы"
"neigong_name_190180","Метод убийства Вечной Ночи"
"neigong_name_190190","Сила подчинения демонов"
"neigong_name_190191","Сутра Кшитигарбха"
"neigong_name_190200","Преданность мечу"
"neigong_name_190210","Искусство закалки тела"
"neigong_name_190211","Мощь повелителя"
"neigong_name_190220","Заражение червями"
"neigong_name_190221","Мин Юй Цзин"
"neigong_name_190222","Кунг-фу Дракона и Слона"
