"# 文本key","文本value"
"Effect_Desc_42270","공덕을 바탕으로 상대에게 <TipGreenOutLine>도화</> 상태를 특정 중첩 수만큼 부여합니다."
"Effect_Desc_42271","상대의 <TipGreenOutLine>도화</> 중첩 수가 <dmg>{0}</>을 초과하면, 상대는 다음 턴에 절학을 사용할 수 없습니다."
"Effect_Desc_42272","상대가 사용할 수 있는 절학이 없을 경우, 상대의 현재 <TipGreenOutLine>도화</> 중첩 수를 두 배로 만듭니다."
"Effect_Desc_42273","이번 교전에서 당신이 상대와 같은 초식을 사용할 때마다, 상대에게 해당 중첩 수만큼 <TipGreenOutLine>도화</>를 부여합니다."
"Effect_Desc_42280","1턴에 1회 사용. 필드의 <dmg>{0}</>개의 병기 초식에 <TipGreenOutLine>폭격</>을 부여하며, <TipGreenOutLine>폭격</>이 없는 초식에 우선적으로 부여하고, 모두 <TipGreenOutLine>폭격</>이 있으면 <TipGreenOutLine>폭격</>이 있는 초식을 <TipGreenOutLine>예격</>으로 강화합니다."
"Effect_Desc_42281","검갑에 양품 검기의 수량이 <dmg>3</>개를 초과하면, 모든 참전 적에게 피해를 입히고, 상대는 다음 턴에 초식 수량이 <dmg>{0}</> 감소하고 <TipGreenOutLine>연초</>를 사용할 수 없습니다."
"Effect_Desc_42282","검갑에 극품 검기의 수량이 <dmg>3</>개를 초과하면, 모든 참전 적에게 피해를 입히고, 다음 턴에 상대는 <TipGreenOutLine>【변초과 괘초】</>을 사용할 수 없습니다."
"Effect_Desc_42283","검갑에 빈 공간이 없을 경우, 병기 초식 <dmg>{0}</>개를 뽑고, 이 초식에 <TipGreenOutLine>폭격</>을 부여합니다."
"Effect_Desc_42284","필드의 모든 병기 초식에 <TipGreenOutLine>폭격</>이 있을 경우, 초식 수량에 따라 특수 효과를 제공합니다."
"Effect_Desc_42290","<TipGreenOutLine>세</>의 수량이 홀수일 경우, 다음 턴에 초식을 <dmg>{0}</>개 더 뽑습니다."
"Effect_Desc_42291","<TipGreenOutLine>세</>의 수량이 <dmg>{0}</>을 초과하면, 상대가 활성화한 모든 절학을 취소합니다."
"Effect_Desc_42292","그리고 모든 <TipGreenOutLine>세</>를 소모하며, <dmg>1</> 중첩 소모 시 추가로 <dmg>1</>회 피해 발생"
"Effect_Desc_42293","자신의 모든 긍정적 버프를 제거하고, <dmg>{0}</> 중첩당 손실된 기혈의 일정 값을 회복하며, <TipGreenOutLine>사갑</> 효과 획득"
"Effect_Desc_42294","방어력 감소, 즉시 <TipGreenOutLine>세</> <dmg>{0}</> 중첩 획득"
"Effect_Desc_42330",""
"Effect_Desc_42331",""
"Effect_Desc_42332",""
"Effect_Desc_42333","라운드 시작 시, 상대가 <dmg>{0}</> 겹의 독장이 있을 때마다 이 절학은 1번 활성화 횟수를 얻으며, 이 절학을 사용할 때마다 상대의 <dmg>{1}</> 겹의 독장을 제거합니다."
"Effect_Desc_42334","가방 속 3개의 독액을 소모하여 상대에게 <dmg>{0}</> 겹의 독장을 추가하고, 즉시 독장 피해를 계산합니다."
"Effect_Desc_42335","발동 후 <dmg>{0}</> 개의 무공을 뽑습니다. 무기 무공이 포함되어 있다면 풍운쾌검을 한 번 더 발동합니다(최대 <dmg>{1}</> 회),"
"Effect_Desc_42336","다른 무기 절학 발동 후 이 절학이 활성화 매 라운드 최대 3회 활성화,"
"Effect_Desc_42337","발동 시 자신의 기본 설전 레벨에 따라 상대방에게 추가 효과를 부여합니다.,"
"Effect_Desc_42338","피해를 주고 적의 <dmg>{0}</>의 공격력을 흡수하여 자신에게 부여 <dmg>{1}</>턴 지속,"
"Effect_Desc_42300",""
"Effect_Desc_42301",""
"Effect_Desc_42302",""
"Effect_Desc_42303",""
"Effect_Desc_42304",""
"Effect_Desc_42305",""
"Effect_Desc_42306",""
"Effect_Desc_42307",""
"Effect_Desc_43000",""
"Effect_Desc_43001","일정 확률로 목표를 불구로 만듭니다."
"skill_prop_xuan_yin_zhenqi_lv","\\n\\n<ZQ_XuanYin>「현음진기」 추가 효과</>"
"skill_prop_chun_yang_zhenqi_lv","\\n\\n<ZQ_ChunYang>「순양진기」 추가 효과</>"
"skill_prop_sha_du_zhenqi_lv","\\n\\n<ZQ_DuSha>「독살진기」 추가 효과</>"
"skill_prop_hun_yuan_zhenqi_lv","\\n\\n<ZQ_HunYuan>「혼원진기」 추가 효과</>"
"Skill_Learning","「{0}」\\n이해 중"
"Neigong_Learning","「{0}」이해 중"
"Learned_Skill","절학 이해"
"Learned_NeiGong","내공 이해"
"Learned_Ability","능력 이해"
"Learned_Destiny","천명 잠금 해제"
"Unlock_SandBox","샌드박스 모드 잠금 해제"
"Learned_Argument","말싸움 잠금 해제"
"neigong_name_190000","토납법"
"neigong_name_190007","한빙결"
"neigong_name_190009","작심결"
"neigong_name_190010","취선결"
"neigong_name_190024","역근경"
"neigong_name_190025","피독결"
"neigong_name_190026","현화겁심공"
"neigong_name_190027","청심결"
"neigong_name_190028","만수결"
"neigong_name_190029","화룡공"
"neigong_name_190031","오각공"
"neigong_name_190032","탈백공"
"neigong_name_190033","취의공"
"neigong_name_190034","혼원일기공"
"neigong_name_190035","세수공"
"neigong_name_190036","혈살토납공"
"neigong_name_190037","금침도혈공"
"neigong_name_190038","도천환일공"
"neigong_name_190039","해구결"
"neigong_name_190040","영롱결"
"neigong_name_190041","유수결"
"neigong_name_190042","형의오금공"
"neigong_name_190100","현구양생술"
"neigong_name_190101","반혈단체결"
"neigong_name_190110","나한복마공"
"neigong_name_190111","금강호체신공"
"neigong_name_190112","역근경「범」"
"neigong_name_190120","금룡복호공"
"neigong_name_190121","연화락"
"neigong_name_190130","무당태화공"
"neigong_name_190131","무당순양공"
"neigong_name_190132","혼원선천공"
"neigong_name_190140","자미칠성결"
"neigong_name_190141","전성환두신공"
"neigong_name_190150","무적심결"
"neigong_name_190151","자하검기"
"neigong_name_190160","호체강기"
"neigong_name_190161","진법"
"neigong_name_190170","경일불전공"
"neigong_name_190180","영야살법"
"neigong_name_190190","지장복마경"
"neigong_name_190191","화엄지장경"
"neigong_name_190200","봉검결"
"neigong_name_190210","로화단체술"
"neigong_name_190211","패왕거정신공"
"neigong_name_190220","인구충소법"
"neigong_name_190221","명옥경,"
"neigong_name_190222","용상공,"
"neigong_desc_collect","<JmTipGray>정보 수집 중</>"
"neigong_desc_190000","<JmTipGray>기혈 회복이 두 배로 증가, 6시-8시 사이에 5초간 좌선하면 1점 진기 상한을 얻을 수 있으며, 하루에 1번 가능 (최대 200)</>"
"neigong_desc_190000_2","<JmTipGray>기혈 회복이 두 배로 증가, 6시-8시 사이에 5초간 좌선하면 1점 진기 상한을 얻을 수 있으며, 하루에 2번 가능 (최대 200)</>"
"neigong_desc_190000_3","<JmTipGray>기혈 회복이 두 배로 증가, 6시-8시 사이에 5초간 좌선하면 2점 진기 상한을 얻을 수 있으며, 하루에 2번 가능 (최대 200)</>"
"neigong_desc_190000_collect","<JmTipGray>체득 경로: 잠을 자면 체득</>"
"neigong_desc_190000_reverse","<JmTipGray>기혈 회복이 두 배로 증가, 18시-20시 사이에 5초간 좌선하면 5점 기혈 상한을 얻을 수 있으며, 하루에 1번 가능</>"
"neigong_desc_190000_reverse_2","<JmTipGray>기혈 회복이 두 배로 증가, 18시-20시 사이에 5초간 좌선하면 10점 기혈 상한을 얻을 수 있으며, 하루에 2번 가능</>"
"neigong_desc_190000_reverse_3","<JmTipGray>기혈 회복이 두 배로 증가, 18시-20시 사이에 5초간 좌선하면 20점 기혈 상한을 얻을 수 있으며, 하루에 3번 가능</>"
"neigong_desc_190001","<JmTipGray>3개의 장법 기술을 사용할 때마다 1개의 기술을 훔친다</>"
"neigong_desc_190002","<JmTipGray>권법 기술은 흡혈 효과를 가질 수 있다</>"
"neigong_desc_190003","<JmTipGray>3개의 각법 기술을 사용할 때마다 2단계의 작열 효과를 부여한다</>"
"neigong_desc_190004","<JmTipGray>3개의 병기 회피 기술을 사용할 때마다 2개의 기술을 회피한다</>"
"neigong_desc_190005","<JmTipGray>3개의 암기 기술을 사용할 때마다 2단계의 독기 효과를 부여한다</>"
"neigong_desc_190006","<JmTipGray>형의 시리즈 5가지 내공 효과를 활성화</>,"
"neigong_desc_190007","<JmTipGray>기술 15% 확률로 한랭 효과가 추가된다</>"
"neigong_desc_190007_2","<JmTipGray>기술 25% 확률로 한랭 효과가 추가된다</>"
"neigong_desc_190007_3","<JmTipGray>기술 50% 확률로 한랭 효과가 추가된다</>"
"neigong_desc_190007_collect","<JmTipGray>체득 경로: 한랭 상태를 유지하기 <JmTipWhite>30</> 단계 이상</>"
"neigong_desc_190008","<JmTipGray>기술을 추출할 때마다 기술 확률로 독기 효과가 추가된다</>"
"neigong_desc_190009","<JmTipGray>기술 15% 확률로 작열 효과가 추가된다</>"
"neigong_desc_190009_2","<JmTipGray>기술 25% 확률로 작열 효과가 추가된다</>"
"neigong_desc_190009_3","<JmTipGray>기술 50% 확률로 작열 효과가 추가된다</>"
"neigong_desc_190009_collect","<JmTipGray>체득 경로: 작열 상태를 유지하기</> <JmTipWhite>30</> <JmTipGray>단계 이상</>"
"neigong_desc_190010","<JmTipGray>취의 상태에 영향을 받지 않으며, 매 10단계의 취의 상태에서 이동 속도가 5% 증가하고, 주량이 25 증가한다</>"
"neigong_desc_190010_2","<JmTipGray>취의 상태에 영향을 받지 않으며, 매 10단계의 취의 상태에서 이동 속도가 7% 증가하고, 주량이 35 증가한다</>"
"neigong_desc_190010_3","<JmTipGray>취의 상태에 영향을 받지 않으며, 매 10단계의 취의 상태에서 이동 속도가 10% 증가하고, 주량이 45 증가한다</>"
"neigong_desc_190010_collect","<JmTipGray>체득 경로: 술에 취한 상태에서</>"
"neigong_desc_190010_reverse","<JmTipGray>기술 피해 증가: 현재 취의 상태에 따른 단계 * 1, 주량 증가 25</>"
"neigong_desc_190010_reverse_2","<JmTipGray>기술 피해 증가: 현재 취의 상태에 따른 단계 * 2, 주량 증가 35</>"
"neigong_desc_190010_reverse_3","<JmTipGray>기술 피해 증가: 현재 취의 상태에 따른 단계 * 3, 주량 증가 45</>"
"neigong_desc_190011","<JmTipGray>적의 어떤 행동도 확률로 불운 상태를 부여한다</>"
"neigong_desc_190012","<JmTipGray>기술을 얻을 때마다 확률로 고치를 부여한다</>"
"neigong_desc_190013","<JmTipGray>한랭 상태는 상대가 입히는 피해를 줄여준다</>"
"neigong_desc_190014","<JmTipGray>한랭 상태 효과가 강화된다</>"
"neigong_desc_190015","<JmTipGray>상대방이 보유한 각종 부정적 상태마다 우리팀의 피해가 감소한다</>"
"neigong_desc_190016","<JmTipGray>교전 후 자신에게 부정적 상태 1단계를 제거한다</>"
"neigong_desc_190017","<JmTipGray>교전 시 양측의 기술이 모두 취권 상태일 경우, 해당 기술의 피해에 추가 피해를 입힌다</>"
"neigong_desc_190018","<JmTipGray>취권 기술을 가진 기술은 연결 규칙을 무시하고 연결할 수 있다</>"
"neigong_desc_190019","<JmTipGray>기혈이</> <JmTipWhite>90%</> <JmTipGray>이상일 경우, 1턴에 생성되는 초식 증가</>"
"neigong_desc_190020","<JmTipGray>작열 효과 강화 (장비 손상 증가)</>"
"neigong_desc_190021","<JmTipGray>일정 확률로 적의 초식을 무시하고 피해 발생</>"
"neigong_desc_190022","<JmTipGray>전투 옵션에</> <JmTipWhite>기습</> <JmTipGray>추가, 1턴 후 전투에서 이탈하고 이번 전투의 피해 증가</>"
"neigong_desc_190023","<JmTipGray>매턴 임의의 암기 절학 활성화</>"
"neigong_desc_190024","<JmTipGray>최대 진기</> <JmTipWhite>20</> <JmTipGray>증가</>"
"neigong_desc_190024_reverse","<JmTipGray>진기 20 증가, 혼원진기 레벨 10으로 증가, 매일 치유할 수 없는 광란 암질 5개 획득, 진기 5 증가</>"
"neigong_desc_190025","<JmTipGray>매턴 부정적 상태 1개를 기혈 3%로 전환</>"
"neigong_desc_190025_2","<JmTipGray>매턴 부정적 상태 2개를 기혈 3%로 전환</>"
"neigong_desc_190025_3","<JmTipGray>매턴 부정적 상태 2개를 기혈 5%로 전환</>"
"neigong_desc_190025_collect","<JmTipGray>습득 방법: 독장 상태 유지</> <JmTipWhite>30</> <JmTipGray>중첩 이상</>"
"neigong_desc_190026","<JmTipGray>[작열] 5중첩 저항</>"
"neigong_desc_190026_2","<JmTipGray>[작열] 10중첩 저항, [연소] 상태 저항</>"
"neigong_desc_190026_3","<JmTipGray>[작열] 15중첩 저항, [연소] 상태 저항, [빙결] 상태 저항, 매턴 적에게 작열 중첩 수/2만큼 화독 암질 부여</>"
"neigong_desc_190026_collect","<JmTipGray>습득 방법: 적에게 작열 상태 부여</>"
"neigong_desc_190026_reverse","<JmTipGray>적에게 작열을 부여할 때 자신에게도 같은 양의 작열을 부여합니다. 자신이 작열 피해를 받을 경우, 적에게 2배의 피해를 입힙니다.</>"
"neigong_desc_190026_reverse_2","<JmTipGray>적에게 작열을 부여할 때 자신에게도 같은 양의 작열을 부여합니다. 자신이 작열 피해를 받을 경우, 적에게 3배의 피해를 입힙니다.</>"
"neigong_desc_190026_reverse_3","<JmTipGray>적에게 작열을 부여할 때 자신에게도 같은 양의 작열을 부여합니다. 자신이 작열 피해를 받을 경우, 적에게 5배의 피해를 입힙니다.</>"
"neigong_desc_190027","<JmTipGray>[한랭] 5중첩 저항</>"
"neigong_desc_190027_2","<JmTipGray>[한랭] 10중첩 저항, [빙결] 상태 저항</>"
"neigong_desc_190027_3","<JmTipGray>[한랭] 15중첩 저항, [빙결] 상태 저항</>"
"neigong_desc_190027_collect","<JmTipGray>습득 방법: 적에게 한랭 상태 부여</>"
"neigong_desc_190028","<JmTipGray>동물 사육 가능</>"
"neigong_desc_190029","<JmTipGray>동물 사육 시 30% 확률로 1레벨 화룡 효과 획득, 동물 1마리당 기혈 10, 중량 20 증가</>"
"neigong_desc_190029_2","<JmTipGray>동물 사육 시 30% 확률로 2레벨 화룡 효과 획득, 동물 1마리당 기혈 20, 중량 20 증가</>"
"neigong_desc_190029_3","<JmTipGray>동물 사육 시 30% 확률로 3레벨 화룡 효과 획득, 동물 1마리당 기혈 50, 중량 50 증가</>"
"neigong_desc_190029_reverse","<JmTipGray>동물을 한 마리씩 길들일 때마다, 자신의 전 공격이 3 증가하고 기혈이 30 증가한다.</>"
"neigong_desc_190029_reverse_2","<JmTipGray>동물을 한 마리씩 길들일 때마다, 자신의 전 공격이 5 증가하고 기혈이 60 증가한다.</>"
"neigong_desc_190029_reverse_3","<JmTipGray>동물을 한 마리씩 길들일 때마다, 자신의 전 공격이 10 증가하고 기혈이 90 증가한다.</>"
"neigong_desc_190031","<JmTipGray>잠행 시 이동 속도 15% 증가</>"
"neigong_desc_190031_2","<JmTipGray>잠행 시 이동 속도 15% 증가, 암기 피해 50% 증가</>"
"neigong_desc_190031_3","<JmTipGray>잠행 시 이동 속도 25% 증가, 암기 피해 100% 증가</>"
"neigong_desc_190031_collect","<JmTipGray>습득 방법: 전투 중 절학 「묘수공공」 사용</>"
"neigong_desc_190031_reverse","<JmTipGray>잠행 시 발각 확률 25% 증가, 기술 성공률 15% 증가</>"
"neigong_desc_190031_reverse_2","<JmTipGray>잠행 시 발각 확률 25% 증가, 기술 성공률 25% 증가</>"
"neigong_desc_190031_reverse_3","<JmTipGray>잠행 시 발각 확률 25% 증가, 기술 성공률 35% 증가</>"
"neigong_desc_190032","<JmTipGray>피해를 5회 받을 때마다 적에게 악운 1중첩 부여, 1단계 독살진기 레벨 증가</>"
"neigong_desc_190032_2","<JmTipGray>피해를 5회 받을 때마다 적에게 악운 2중첩 부여, 1단계 독살진기 레벨 증가</>"
"neigong_desc_190032_3","<JmTipGray>피해를 5회 받을 때마다 적에게 악운 2중첩 부여, 적의 임의 절학 활성화 상태 취소, 취소 성공 시 자신의 임의 절학 활성화</>"
"neigong_desc_190032_collect","<JmTipGray>습득 방법: 전투 중 절학 「섭혼곡」 사용</>"
"neigong_desc_190033","<JmTipGray>초식 흡수 시 취의 부여 확률 증가, 폭격 피해를 받을 경우, 자신에게 부여된 취의가 {0}을 초과하면 최대 기혈의 {1}% 회복(전투당 1회)</>"
"neigong_desc_190033_collect","<JmTipGray>습득 방법: 전투 중 절학 「대주당가」 사용</>"
"neigong_desc_190034","<JmTipGray>진기 10 증가, 1단계 혼원진기 레벨 증가</>"
"neigong_desc_190034_2","<JmTipGray>진기 10 증가, 방어력 1 증가</>"
"neigong_desc_190034_3","<JmTipGray>진기 10 증가, 방어력 1 증가, 전투 중 매턴 내력 100 회복</>"
"neigong_desc_190034_collect","<JmTipGray>습득 방법: 수영</>"
"neigong_desc_190035","<JmTipGray>기혈 200 증가, 중량 100 증가, 방어력 1 증가</>"
"neigong_desc_190035_2","<JmTipGray>기혈 400 증가, 중량 100 증가, 방어력 2 증가</>"
"neigong_desc_190035_3","<JmTipGray>기혈 1000 증가, 중량 200 증가, 방어력 2 증가, 절학에 최대 기혈의 15%만큼의 피해 추가</>"
"neigong_desc_190035_reverse","<JmTipGray>최대 기혈 100+5% 감소, 절학 피해 50% 증가</>"
"neigong_desc_190035_reverse_2","<JmTipGray>최대 기혈 100+10% 감소, 절학 피해 75% 증가</>"
"neigong_desc_190035_reverse_3","<JmTipGray>최대 기혈 100+15% 감소, 절학 피해 100% 증가</>"
"neigong_desc_190036","<JmTipGray>턴 시작시 사용하지 않은 초식 수가 </> <JmTipWhite>3</> <JmTipGray>초식을 넘지 않으면</> <JmTipWhite>10%</> <JmTipGray> 기혈이 회복됩니다.</>"
"neigong_desc_190037","<JmTipGray>경맥을 연결한 후 주변 암질 제거</>"
"neigong_desc_190038","<JmTipGray>피해를</> <JmTipWhite>3</> <JmTipGray>회 받을 때마다 적의 초식</> <JmTipWhite>1</> <JmTipGray>개 탈취</>"
"neigong_desc_190038_2","<JmTipGray>피해를</> <JmTipWhite>3</> <JmTipGray>회 받을 때마다 적의 초식</> <JmTipWhite>1</> <JmTipGray>개 탈취</>"
